folioproy,paterno,materno,nombre1,calidad,area_estudio,institucion_patrocinante,nota_proyecto,año_concurso,instrumento,nombre_completo
3140580,ZAMORANO,ABRAMSON,JOSE,INVEST. RESPONSABLE,biologia 1,Pont. Univ. Catolica De Chile,4.75,2014,POSTDOCTORADO,Jose Zamorano Abramson
3140590,CONTRERAS,CACERES,GUSTAVO,INVEST. RESPONSABLE,biologia 2,Univ. De Valparaiso,4.26,2014,POSTDOCTORADO,Gustavo Contreras Caceres
3140592,CACERES,ACEVEDO,CLAUDIO,INVEST. RESPONSABLE,"astron.,cosmol.y par",Univ. De Valparaiso,4.66,2014,POSTDOCTORADO,Claudio Caceres Acevedo
3140600,SAUMARD,,ADRIEN,INVEST. RESPONSABLE,matematicas,Univ. De Valparaiso,4.33,2014,POSTDOCTORADO,Adrien Saumard 
3140601,PEREZ,MARQUEZ,SEBASTIAN,INVEST. RESPONSABLE,"astron.,cosmol.y par",Univ. De Chile,4.56,2014,POSTDOCTORADO,Sebastian Perez Marquez
3140604,MILLA,NANJARI,FREDDY,INVEST. RESPONSABLE,ingenieria 2,Univ. De Chile,4.11,2014,POSTDOCTORADO,Freddy Milla Nanjari
3140606,LEIVA,VALENZUELA,GABRIEL,INVEST. RESPONSABLE,ingenieria 3,Pont. Univ. Catolica De Chile,4.48,2014,POSTDOCTORADO,Gabriel Leiva Valenzuela
3140607,JONES,FERNANDEZ,MATIAS,INVEST. RESPONSABLE,"astron.,cosmol.y par",Pont. Univ. Catolica De Chile,4.7,2014,POSTDOCTORADO,Matias Jones Fernandez
3140608,MEJIA,CORTES,CRISTIAN,INVEST. RESPONSABLE,fisica teorica y exp,Univ. De Chile,4.27,2014,POSTDOCTORADO,Cristian Mejia Cortes
3140610,PARDO,GANDARILLAS,MARIA,INVEST. RESPONSABLE,biologia 1,Univ. De Chile,4.17,2014,POSTDOCTORADO,Maria Pardo Gandarillas
3140634,ROMAN,ASENJO,PABLO,INVEST. RESPONSABLE,ingenieria 2,Univ. De Chile,3.91,2014,POSTDOCTORADO,Pablo Roman Asenjo
3150004,MORALES,SIERRA,EDUARDO,INVEST. RESPONSABLE,biologia 3,Univ. De Santiago De Chile,4.72,2015,POSTDOCTORADO,Eduardo Morales Sierra
3150007,AGUILA,CAMACHO,NORELYS,INVEST. RESPONSABLE,ingenieria 2,Univ. De Chile,4.62,2015,POSTDOCTORADO,Norelys Aguila Camacho
3150012,FUHRER,,THOMAS,INVEST. RESPONSABLE,matematicas,Pont. Univ. Catolica De Chile,5.0,2015,POSTDOCTORADO,Thomas Fuhrer 
3150014,BERLANGA,,ISADORA,INVEST. RESPONSABLE,ingenieria 1,Univ. De Chile,4.02,2015,POSTDOCTORADO,Isadora Berlanga 
3150027,KLAGGES,ORMEÑO,CAROLINA,INVEST. RESPONSABLE,agronomia,Pont. Univ. Catolica De Valparaiso,3.87,2015,POSTDOCTORADO,Carolina Klagges Ormeño
3150028,ERICES,VIDAL,RAFAELA,INVEST. RESPONSABLE,medicina g2-g3,Pont. Univ. Catolica De Chile,4.31,2015,POSTDOCTORADO,Rafaela Erices Vidal
3150029,TOMICIC,SUÑER,ALEMKA,INVEST. RESPONSABLE,sicologia,Univ. Diego Portales,4.0,2015,POSTDOCTORADO,Alemka Tomicic Suñer
3150050,ZALIASNIK,SCHILKRUT,YAEL,INVEST. RESPONSABLE,artes y arquitectura,Univ. De Santiago De Chile,4.31,2015,POSTDOCTORADO,Yael Zaliasnik Schilkrut
3150054,DIAZ,ESPINOZA,RODRIGO,INVEST. RESPONSABLE,biologia 3,Univ. De Chile,4.8,2015,POSTDOCTORADO,Rodrigo Diaz Espinoza
3150059,BECERRA,HERRERA,MERCEDES,INVEST. RESPONSABLE,quimica 2,Univ. De Chile,4.08,2015,POSTDOCTORADO,Mercedes Becerra Herrera
3150089,CARREÑO,GODOY,NICOLAS,INVEST. RESPONSABLE,matematicas,Univ. Tecnica Federico Santa Maria,4.72,2015,POSTDOCTORADO,Nicolas Carreño Godoy
3150100,TOPP,PAREDES,ERWIN,INVEST. RESPONSABLE,matematicas,Univ. Tecnica Federico Santa Maria,5.0,2015,POSTDOCTORADO,Erwin Topp Paredes
3150105,PINOCHET,COBOS,CARLA,INVEST. RESPONSABLE,antrop. y arque,Univ. Alberto Hurtado,4.66,2015,POSTDOCTORADO,Carla Pinochet Cobos
3150106,FARAMAZ,BURTILLET,VIRGINIE,INVEST. RESPONSABLE,"astron.,cosmol.y par",Pont. Univ. Catolica De Chile,4.28,2015,POSTDOCTORADO,Virginie Faramaz Burtillet
3150110,MARTINEZ,SAGREDO,PAULA,INVEST. RESPONSABLE,antrop. y arque,Univ. De Chile,4.23,2015,POSTDOCTORADO,Paula Martinez Sagredo
3150113,CARRERAS,SUREDA,AMADO,INVEST. RESPONSABLE,biologia 2,Univ. De Chile,4.6,2015,POSTDOCTORADO,Amado Carreras Sureda
3150116,ARON,MELO,FELIPE,INVEST. RESPONSABLE,cs. de la tierra,Pont. Univ. Catolica De Chile,4.62,2015,POSTDOCTORADO,Felipe Aron Melo
3150122,MILLAN,RETAMAL,DANIELA,INVEST. RESPONSABLE,quimica 1,Pont. Univ. Catolica De Chile,4.27,2015,POSTDOCTORADO,Daniela Millan Retamal
3150130,ZULETA,CARRANDI,JOAQUIN,INVEST. RESPONSABLE,"linguistica,literatu",Univ. De Los Andes,4.53,2015,POSTDOCTORADO,Joaquin Zuleta Carrandi
3150131,GARCIA,SALDAÑA,JOHANNA,INVEST. RESPONSABLE,matematicas,Univ. Catolica De La Stma. Concepcion,4.44,2015,POSTDOCTORADO,Johanna Garcia Saldaña
3150138,GODOY,SALINAS,NATALIO,INVEST. RESPONSABLE,biologia 1,Pont. Univ. Catolica De Chile,4.72,2015,POSTDOCTORADO,Natalio Godoy Salinas
3150143,BALLESTEROS,PULGARES,LUIS,INVEST. RESPONSABLE,quimica 1,Univ. De Chile,4.85,2015,POSTDOCTORADO,Luis Ballesteros Pulgares
3150148,AINBINDER,,BERNARDO,INVEST. RESPONSABLE,filosofia,Univ. Diego Portales,5.0,2015,POSTDOCTORADO,Bernardo Ainbinder 
3150151,CONTRERAS,CASTRO,ANGELA,INVEST. RESPONSABLE,ingenieria 3,Pont. Univ. Catolica De Chile,4.44,2015,POSTDOCTORADO,Angela Contreras Castro
3150157,CISTERNA,ROA,ADOLFO,INVEST. RESPONSABLE,"astron.,cosmol.y par",Univ. Austral De Chile,4.31,2015,POSTDOCTORADO,Adolfo Cisterna Roa
3150160,MAKSYMOWICZ,JERIA,ANDREI,INVEST. RESPONSABLE,cs. de la tierra,Univ. De Chile,4.33,2015,POSTDOCTORADO,Andrei Maksymowicz Jeria
3150170,CALFUMAN,BRAVO,KARLA,INVEST. RESPONSABLE,quimica,Univ. De Chile,4.62,2015,POSTDOCTORADO,Karla Calfuman Bravo
3150171,AUFFARTH,,ROBERT,INVEST. RESPONSABLE,matematicas,Univ. De Chile,4.46,2015,POSTDOCTORADO,Robert Auffarth 
3150174,MONTERO,ALEJO,ANA,INVEST. RESPONSABLE,fisica teorica y exp,Univ. De Chile,4.76,2015,POSTDOCTORADO,Ana Montero Alejo
3150177,GOMEZ DE TEJADA,FUENTES,MANUEL,INVEST. RESPONSABLE,"linguistica,literatu",Univ. Autonoma De Chile,4.8,2015,POSTDOCTORADO,Manuel Gomez De Tejada Fuentes
3150179,ALFARO,AYLLON,FERNANDO,INVEST. RESPONSABLE,biologia 1,Pont. Univ. Catolica De Chile,4.11,2015,POSTDOCTORADO,Fernando Alfaro Ayllon
3150180,FRANCO,GALEANO,ANDRES,INVEST. RESPONSABLE,fisica teorica y exp,Univ. Tecnica Federico Santa Maria,3.99,2015,POSTDOCTORADO,Andres Franco Galeano
3150183,KANTER,,REBECCA,INVEST. RESPONSABLE,medicina g2-g3,Univ. De Chile,4.03,2015,POSTDOCTORADO,Rebecca Kanter 
3150192,CASTILLO,FERNANDEZ,SIMON,INVEST. RESPONSABLE,historia,Univ. Alberto Hurtado,3.96,2015,POSTDOCTORADO,Simon Castillo Fernandez
3150195,ORTEGA,JIMENEZ,NELSON,INVEST. RESPONSABLE,sicologia,Univ. Adolfo Ibanez,4.37,2015,POSTDOCTORADO,Nelson Ortega Jimenez
3150196,GOMEZ,ARANCIBIA,MARISOL,INVEST. RESPONSABLE,quimica 2,Pont. Univ. Catolica De Chile,4.8,2015,POSTDOCTORADO,Marisol Gomez Arancibia
3150197,BUSTAMANTE,ARA,NATALIA,INVEST. RESPONSABLE,medicina g2-g3,Pont. Univ. Catolica De Chile,3.97,2015,POSTDOCTORADO,Natalia Bustamante Ara
3150198,ESPINOSA,BUSTOS,CHRISTIAN,INVEST. RESPONSABLE,quimica 2,Pont. Univ. Catolica De Chile,4.18,2015,POSTDOCTORADO,Christian Espinosa Bustos
3150205,MARTIN,TRASANCO,RUDY,INVEST. RESPONSABLE,quimica 2,Univ. Andres Bello,4.17,2015,POSTDOCTORADO,Rudy Martin Trasanco
3150215,CORTES,GARCIA,PABLO,INVEST. RESPONSABLE,biologia 1,Pont. Univ. Catolica De Chile,4.47,2015,POSTDOCTORADO,Pablo Cortes Garcia
3150218,ESCOBAR,SANCHEZ,MANUEL,INVEST. RESPONSABLE,ingenieria 3,Univ. De Chile,3.92,2015,POSTDOCTORADO,Manuel Escobar Sanchez
3150229,LLANILLO,DEL RIO,PEDRO,INVEST. RESPONSABLE,cs. de la tierra,Univ. De Santiago De Chile,4.39,2015,POSTDOCTORADO,Pedro Llanillo Del Rio
3150232,FAUNDEZ,CARREÑO,RODRIGO,INVEST. RESPONSABLE,"linguistica,literatu",Pont. Univ. Catolica De Chile,4.87,2015,POSTDOCTORADO,Rodrigo Faundez Carreño
3150241,BRIONES,OLARAN,XIMENA,INVEST. RESPONSABLE,quimica 1,Univ. Del Desarrollo,4.65,2015,POSTDOCTORADO,Ximena Briones Olaran
3150246,ORQUEDA,,VERONICA,INVEST. RESPONSABLE,"linguistica,literatu",Pont. Univ. Catolica De Chile,3.98,2015,POSTDOCTORADO,Veronica Orqueda 
3150249,YEPES,TEJADA,DIANA,INVEST. RESPONSABLE,quimica,Univ. Andres Bello,4.5,2015,POSTDOCTORADO,Diana Yepes Tejada
3150259,RESTOVIC,CARVAJAL,FRANKO,INVEST. RESPONSABLE,biologia 3,Pont. Univ. Catolica De Chile,4.11,2015,POSTDOCTORADO,Franko Restovic Carvajal
3150263,OSORIO,URTUBIA,HECTOR,INVEST. RESPONSABLE,biologia 3,Pont. Univ. Catolica De Chile,4.35,2015,POSTDOCTORADO,Hector Osorio Urtubia
3150267,MURUA,IBARRA,MAUREEN,INVEST. RESPONSABLE,biologia 1,Pont. Univ. Catolica De Chile,4.58,2015,POSTDOCTORADO,Maureen Murua Ibarra
3150268,MOLINOS,SENANTE,MARIA,INVEST. RESPONSABLE,cs. econom/admi,Pont. Univ. Catolica De Chile,4.05,2015,POSTDOCTORADO,Maria Molinos Senante
3150269,LISBONA,PIZARRO,MARIA,INVEST. RESPONSABLE,biologia 2,Univ. De Chile,4.4,2015,POSTDOCTORADO,Maria Lisbona Pizarro
3150271,SILVA,GONZALEZ,NATALY,INVEST. RESPONSABLE,quimica 1,Univ. De Santiago De Chile,4.37,2015,POSTDOCTORADO,Nataly Silva Gonzalez
3150272,BOZZO,HAURI,SEBASTIAN,INVEST. RESPONSABLE,cs. juridicas y pol.,Univ. Autonoma De Chile,4.17,2015,POSTDOCTORADO,Sebastian Bozzo Hauri
3150277,GUERRA,GIL,ERNESTO,INVEST. RESPONSABLE,educacion,Univ. De Chile,3.95,2015,POSTDOCTORADO,Ernesto Guerra Gil
3150291,LAMBERT,ROJAS,CATHERINE,INVEST. RESPONSABLE,medicina g1,Pont. Univ. Catolica De Chile,4.26,2015,POSTDOCTORADO,Catherine Lambert Rojas
3150306,SOBRERO,,RAUL,INVEST. RESPONSABLE,biologia 1,Univ. De Chile,4.22,2015,POSTDOCTORADO,Raul Sobrero 
3150314,DRASS,,HOLGER,INVEST. RESPONSABLE,ingenieria 2,Pont. Univ. Catolica De Chile,3.94,2015,POSTDOCTORADO,Holger Drass 
3150322,GIL,CORTIELLA,MARIONA,INVEST. RESPONSABLE,agronomia,Univ. De Chile,4.47,2015,POSTDOCTORADO,Mariona Gil Cortiella
3150331,LEITAO,ALVAREZ-SALAMANCA,FRANCISCA,INVEST. RESPONSABLE,cs. juridicas y pol.,Univ. De Los Andes,4.44,2015,POSTDOCTORADO,Francisca Leitao Alvarez-Salamanca
3150332,LE,,BA,INVEST. RESPONSABLE,matematicas,Univ. De Chile,4.47,2015,POSTDOCTORADO,Ba Le 
3150333,GAGO,ARIAS,MARIA,INVEST. RESPONSABLE,fisica teorica y exp,Pont. Univ. Catolica De Chile,4.0,2015,POSTDOCTORADO,Maria Gago Arias
3150342,FREDES,GONZALEZ,CAROLINA,INVEST. RESPONSABLE,ingenieria 3,Univ. De Chile,3.91,2015,POSTDOCTORADO,Carolina Fredes Gonzalez
3150349,GARZON,,CRISTHIAN,INVEST. RESPONSABLE,ingenieria 1,Univ. De Chile,4.5,2015,POSTDOCTORADO,Cristhian Garzon 
3150351,DOBBS,BROWN,CYNNAMON,INVEST. RESPONSABLE,agronomia,Pont. Univ. Catolica De Chile,4.12,2015,POSTDOCTORADO,Cynnamon Dobbs Brown
3150359,ATALA,RIFFO,ELIAS,INVEST. RESPONSABLE,quimica,Univ. De Chile,4.65,2015,POSTDOCTORADO,Elias Atala Riffo
3150361,PRIVON,,GEORGE,INVEST. RESPONSABLE,"astron.,cosmol.y par",Univ. De Concepcion,4.88,2015,POSTDOCTORADO,George Privon 
3150366,MOREIRA,RAMOS,SANDRA,INVEST. RESPONSABLE,biologia 3,Univ. De Chile,4.36,2015,POSTDOCTORADO,Sandra Moreira Ramos
3150372,TRONCOSO,COÑA,ROBERTO,INVEST. RESPONSABLE,fisica teorica y exp,Univ. Tecnica Federico Santa Maria,4.02,2015,POSTDOCTORADO,Roberto Troncoso Coña
3150380,ESTEVEZ,WEINSTEIN,RODRIGO,INVEST. RESPONSABLE,sociologia cs i,Pont. Univ. Catolica De Chile,4.72,2015,POSTDOCTORADO,Rodrigo Estevez Weinstein
3150395,ROJAS,ARAYA,RODRIGO,INVEST. RESPONSABLE,salud prod anim,Univ. De Chile,4.6,2015,POSTDOCTORADO,Rodrigo Rojas Araya
3150429,VARGAS,RODRIGUEZ,RENZO,INVEST. RESPONSABLE,biologia 1,Univ. De La Serena,3.91,2015,POSTDOCTORADO,Renzo Vargas Rodriguez
3150438,LINARES,FLORES,CRISTIAN,INVEST. RESPONSABLE,quimica 1,Univ. Autonoma De Chile,4.42,2015,POSTDOCTORADO,Cristian Linares Flores
3150440,GONZALEZ,FIGUEROA,ALBERTO,INVEST. RESPONSABLE,biologia 2,Univ. De Santiago De Chile,4.0,2015,POSTDOCTORADO,Alberto Gonzalez Figueroa
3150449,GAETE,FISCELLA,JOSE,INVEST. RESPONSABLE,sociologia cs i,Univ. Academia De Humanismo Cristiano,4.37,2015,POSTDOCTORADO,Jose Gaete Fiscella
3150455,ORIVE,GOMEZ DE SEGURA,JOSEBA,INVEST. RESPONSABLE,ingenieria 1,Univ. De Chile,4.0,2015,POSTDOCTORADO,Joseba Orive Gomez De Segura
3150460,HUIJSE,HEISE,PABLO,INVEST. RESPONSABLE,ingenieria 2,Univ. De Chile,4.68,2015,POSTDOCTORADO,Pablo Huijse Heise
3150463,AGLIOZZO,,CLAUDIA,INVEST. RESPONSABLE,"astron.,cosmol.y par",Univ. Andres Bello,4.41,2015,POSTDOCTORADO,Claudia Agliozzo 
3150475,CISTERNAS,FUENTES,PEDRO,INVEST. RESPONSABLE,biologia 2,Univ. De Atacama,4.25,2015,POSTDOCTORADO,Pedro Cisternas Fuentes
3150492,BOISIER,ECHENIQUE,JUAN,INVEST. RESPONSABLE,cs. de la tierra,Univ. De Chile,4.24,2015,POSTDOCTORADO,Juan Boisier Echenique
3150496,ZAMORANO,DIAZ,CESAR,INVEST. RESPONSABLE,"linguistica,literatu",Pont. Univ. Catolica De Chile,4.47,2015,POSTDOCTORADO,Cesar Zamorano Diaz
3150506,CLARKE,DE LA CERDA,JORGE,INVEST. RESPONSABLE,matematicas,Univ. Tecnica Federico Santa Maria,4.6,2015,POSTDOCTORADO,Jorge Clarke De La Cerda
3150507,ECHEVESTE,DE MIGUEL,PEDRO,INVEST. RESPONSABLE,biologia 1,Pont. Univ. Catolica De Chile,5.0,2015,POSTDOCTORADO,Pedro Echeveste De Miguel
3150512,RIEDEMANN,FUENTES,ANDREA,INVEST. RESPONSABLE,sociologia cs i,Univ. Alberto Hurtado,4.29,2015,POSTDOCTORADO,Andrea Riedemann Fuentes
3150515,TORRES,DE LA FUENTE,RODRIGO,INVEST. RESPONSABLE,quimica 2,Univ. De Chile,4.52,2015,POSTDOCTORADO,Rodrigo Torres De La Fuente
3150537,ARANCIBIA,AGUILAR,CARLA,INVEST. RESPONSABLE,ingenieria 3,Univ. De Santiago De Chile,4.05,2015,POSTDOCTORADO,Carla Arancibia Aguilar
3150538,BALIC,NORAMBUENA,IVAN,INVEST. RESPONSABLE,agronomia,Univ. Andres Bello,4.2,2015,POSTDOCTORADO,Ivan Balic Norambuena
3150544,MENDEZ,LOPEZ,MAXIMILIANO,INVEST. RESPONSABLE,quimica,Pont. Univ. Catolica De Chile,4.29,2015,POSTDOCTORADO,Maximiliano Mendez Lopez
3150556,OLGUIN,TRIVIÑOS,YUSSER,INVEST. RESPONSABLE,ingenieria 1,Univ. Andres Bello,3.95,2015,POSTDOCTORADO,Yusser Olguin Triviños
3150558,AITKEN,,DOUGLAS,INVEST. RESPONSABLE,ingenieria 2,Univ. Del Desarrollo,4.28,2015,POSTDOCTORADO,Douglas Aitken 
3150564,BARRIGA,PINTO,GONZALO,INVEST. RESPONSABLE,salud prod anim,Pont. Univ. Catolica De Chile,4.11,2015,POSTDOCTORADO,Gonzalo Barriga Pinto
3150569,RODRIGUEZ,VASQUEZ,FEDERICO,INVEST. RESPONSABLE,medicina g1,Univ. De Concepcion,4.26,2015,POSTDOCTORADO,Federico Rodriguez Vasquez
3150570,GUZMAN,FERNANDEZ,ANDRES,INVEST. RESPONSABLE,"astron.,cosmol.y par",Univ. De Chile,4.46,2015,POSTDOCTORADO,Andres Guzman Fernandez
3150578,LOYOLA,MUÑOZ,RODRIGO,INVEST. RESPONSABLE,agronomia,Pont. Univ. Catolica De Chile,4.76,2015,POSTDOCTORADO,Rodrigo Loyola Muñoz
3150588,OSSA,ZAZZALI,PAULINA,INVEST. RESPONSABLE,biologia 1,Univ. Andres Bello,4.57,2015,POSTDOCTORADO,Paulina Ossa Zazzali
3150590,FLORES,CACERES,DANIEL,INVEST. RESPONSABLE,sociologia cs i,Univ. De Los Lagos,4.13,2015,POSTDOCTORADO,Daniel Flores Caceres
3150602,COLLAO,ABARCA,BERNARDO,INVEST. RESPONSABLE,biologia 3,Univ. Andres Bello,4.15,2015,POSTDOCTORADO,Bernardo Collao Abarca
3150603,SANDOVAL,GALARCE,LISETTE,INVEST. RESPONSABLE,biologia 2,Pont. Univ. Catolica De Chile,3.97,2015,POSTDOCTORADO,Lisette Sandoval Galarce
3150604,PARADA,RODRIGUEZ,ANDRES,INVEST. RESPONSABLE,biologia 1,Univ. Austral De Chile,4.38,2015,POSTDOCTORADO,Andres Parada Rodriguez
3150607,KRAISER,MIRANDA,TATIANA,INVEST. RESPONSABLE,biologia 3,Pont. Univ. Catolica De Chile,4.88,2015,POSTDOCTORADO,Tatiana Kraiser Miranda
3150608,SERRANO,CANALES,ALEJANDRA,INVEST. RESPONSABLE,biologia 3,Pont. Univ. Catolica De Chile,4.36,2015,POSTDOCTORADO,Alejandra Serrano Canales
3150612,VARGAS,VARGAS,MACARENA,INVEST. RESPONSABLE,biologia 3,Univ. Andres Bello,4.26,2015,POSTDOCTORADO,Macarena Vargas Vargas
3150616,DIAZ,AGUIRRE,FRANCISCA,INVEST. RESPONSABLE,biologia 1,Pont. Univ. Catolica De Chile,3.96,2015,POSTDOCTORADO,Francisca Diaz Aguirre
3150622,VERGARA,SALINAS,JOSE,INVEST. RESPONSABLE,ingenieria 3,Pont. Univ. Catolica De Valparaiso,4.19,2015,POSTDOCTORADO,Jose Vergara Salinas
3150626,JARAMILLO,BELLAZZI,CATHERINNE,INVEST. RESPONSABLE,biologia 3,Univ. Austral De Chile,4.29,2015,POSTDOCTORADO,Catherinne Jaramillo Bellazzi
3150637,MARTINEZ,BRAVO,GABRIELA,INVEST. RESPONSABLE,medicina g1,Pont. Univ. Catolica De Chile,4.5,2015,POSTDOCTORADO,Gabriela Martinez Bravo
3150637,MARTINEZ,BRAVO,GABRIELA,INVEST. RESPONSABLE,medicina g1,Univ. Mayor,4.5,2015,POSTDOCTORADO,Gabriela Martinez Bravo
3150638,MCROSTIE,BUSTAMANTE,VIRGINIA,INVEST. RESPONSABLE,antrop. y arque,Pont. Univ. Catolica De Chile,4.12,2015,POSTDOCTORADO,Virginia Mcrostie Bustamante
3150652,DROGUETT,QUEZADA,KARLA,INVEST. RESPONSABLE,biologia 2,Pont. Univ. Catolica De Chile,4.24,2015,POSTDOCTORADO,Karla Droguett Quezada
3150661,FUENTES,DIAZ,MARCELA,INVEST. RESPONSABLE,medicina g1,Pont. Univ. Catolica De Chile,4.02,2015,POSTDOCTORADO,Marcela Fuentes Diaz
3150667,RAMIREZ,SOTO,ELIZABETH,INVEST. RESPONSABLE,artes y arquitectura,Univ. De Valparaiso,3.87,2015,POSTDOCTORADO,Elizabeth Ramirez Soto
3150668,VERA,BUSCHMANN,JORGE,INVEST. RESPONSABLE,medicina g1,Univ. De Chile,4.31,2015,POSTDOCTORADO,Jorge Vera Buschmann
3150674,GUTIERREZ,CERON,CRISTIAN,INVEST. RESPONSABLE,quimica,Univ. De Chile,4.85,2015,POSTDOCTORADO,Cristian Gutierrez Ceron
3150692,YIN,,YIHAO,INVEST. RESPONSABLE,fisica teorica y exp,Univ. Andres Bello,4.97,2015,POSTDOCTORADO,Yihao Yin 
3150694,SAEZ,VENEGAS,MAURICIO,INVEST. RESPONSABLE,biologia 3,Univ. Andres Bello,4.24,2015,POSTDOCTORADO,Mauricio Saez Venegas
3150706,ORTEGA,CAURAPAN,CRISTINA,INVEST. RESPONSABLE,cs. de la tierra,Univ. De Chile,3.9,2015,POSTDOCTORADO,Cristina Ortega Caurapan
3160005,PETITJEAN,,CHARLIE,INVEST. RESPONSABLE,matematicas,Univ. De Talca,4.74,2016,POSTDOCTORADO,Charlie Petitjean 
3160010,SENTINELLI,,PAOLO,INVEST. RESPONSABLE,matematicas,Univ. De Chile,4.6,2016,POSTDOCTORADO,Paolo Sentinelli 
3160016,KEICHER,,SIMON,INVEST. RESPONSABLE,matematicas,Univ. De Concepcion,4.81,2016,POSTDOCTORADO,Simon Keicher 
3160019,GROSSI,CORDOVA,BRUNO,INVEST. RESPONSABLE,biologia 1,Univ. De Chile,4.44,2016,POSTDOCTORADO,Bruno Grossi Cordova
3160022,LAPIER,QUEZADA,MICHEL,INVEST. RESPONSABLE,quimica 1,Univ. De Chile,4.2,2016,POSTDOCTORADO,Michel Lapier Quezada
3160037,RUBIO,CARRASCO,ANDRE,INVEST. RESPONSABLE,salud prod anim,Univ. De Chile,4.36,2016,POSTDOCTORADO,Andre Rubio Carrasco
3160038,SUAREZ,MAYOR,ZENAIDA,INVEST. RESPONSABLE,"linguistica,literatu",Univ. De Los Andes,4.26,2016,POSTDOCTORADO,Zenaida Suarez Mayor
3160043,MARIN,RAMIREZ,OSCAR,INVEST. RESPONSABLE,fisica teorica y exp,Univ. De Chile,4.8,2016,POSTDOCTORADO,Oscar Marin Ramirez
3160049,KATSIANIS,,ANTONIOS,INVEST. RESPONSABLE,"astron.,cosmol.y par",Univ. De Chile,4.76,2016,POSTDOCTORADO,Antonios Katsianis 
3160051,LOPEZ,TAVERNE,ELVIRA,INVEST. RESPONSABLE,historia,Pont. Univ. Catolica De Chile,4.35,2016,POSTDOCTORADO,Elvira Lopez Taverne
3160053,CELIS,BUENO,CLAUDIO,INVEST. RESPONSABLE,artes y arquitectura,Univ. Academia De Humanismo Cristiano,4.41,2016,POSTDOCTORADO,Claudio Celis Bueno
3160059,GALLARDO,PAFFETTI,MARIA,INVEST. RESPONSABLE,salud prod anim,Univ. Mayor,3.91,2016,POSTDOCTORADO,Maria Gallardo Paffetti
3160080,SALAZAR,MARTINEZ,JUAN,INVEST. RESPONSABLE,agronomia,Univ. De Chile,4.35,2016,POSTDOCTORADO,Juan Salazar Martinez
3160084,CID,ALARCON,JORGE,INVEST. RESPONSABLE,"linguistica,literatu",Univ. Adolfo Ibanez,3.96,2016,POSTDOCTORADO,Jorge Cid Alarcon
3160086,CHAVEZ,ROSAS,MYRA,INVEST. RESPONSABLE,medicina g1,Univ. De Chile,4.06,2016,POSTDOCTORADO,Myra Chavez Rosas
3160088,CORTES,CUADRA,JUAN,INVEST. RESPONSABLE,filosofia,Univ. Alberto Hurtado,4.51,2016,POSTDOCTORADO,Juan Cortes Cuadra
3160091,TORO,ASCUY,DANIELA,INVEST. RESPONSABLE,biologia 3,Univ. De Chile,4.88,2016,POSTDOCTORADO,Daniela Toro Ascuy
3160095,VALENZUELA,MATUS,CAROLINA,INVEST. RESPONSABLE,historia,Univ. De Valparaiso,4.7,2016,POSTDOCTORADO,Carolina Valenzuela Matus
3160106,AVARIA,SAAVEDRA,ANDREA,INVEST. RESPONSABLE,antrop. y arque,Univ. Autonoma De Chile,4.15,2016,POSTDOCTORADO,Andrea Avaria Saavedra
3160121,PALIATHANASIS,,ANDRONIKOS,INVEST. RESPONSABLE,"astron.,cosmol.y par",Univ. Austral De Chile,4.9,2016,POSTDOCTORADO,Andronikos Paliathanasis 
3160122,LAPORTE,,NICOLAS,INVEST. RESPONSABLE,"astron.,cosmol.y par",Pont. Univ. Catolica De Chile,4.94,2016,POSTDOCTORADO,Nicolas Laporte 
3160124,VILA,MUGA,WALDO,INVEST. RESPONSABLE,historia,Univ. De Chile,4.25,2016,POSTDOCTORADO,Waldo Vila Muga
3160133,RAMIREZ,OTAROLA,NATALIA,INVEST. RESPONSABLE,biologia 1,Pont. Univ. Catolica De Chile,4.84,2016,POSTDOCTORADO,Natalia Ramirez Otarola
3160144,ORTIZ,RODRIGUEZ,PEDRO,INVEST. RESPONSABLE,quimica 1,Pont. Univ. Catolica De Chile,4.21,2016,POSTDOCTORADO,Pedro Ortiz Rodriguez
3160146,PELIOWSKI,DOBBS,AMARI,INVEST. RESPONSABLE,artes y arquitectura,Univ. Mayor,4.12,2016,POSTDOCTORADO,Amari Peliowski Dobbs
3160151,MONTERO,LEDEZMA,PAOLA,INVEST. RESPONSABLE,cs. econom/admi,Univ. De Chile,3.95,2016,POSTDOCTORADO,Paola Montero Ledezma
3160152,ELETTRO,,HERVE,INVEST. RESPONSABLE,fisica teorica y exp,Univ. De Santiago De Chile,4.15,2016,POSTDOCTORADO,Herve Elettro 
3160153,GOMEZ,VARGAS,GERMAN,INVEST. RESPONSABLE,"astron.,cosmol.y par",Pont. Univ. Catolica De Chile,4.94,2016,POSTDOCTORADO,German Gomez Vargas
3160154,COTO,CABRERA,RAUL,INVEST. RESPONSABLE,fisica teorica y exp,Univ. Mayor,4.58,2016,POSTDOCTORADO,Raul Coto Cabrera
3160163,LIMA,SA MAKIYAMA LOPES,FABIO,INVEST. RESPONSABLE,matematicas,Pont. Univ. Catolica De Valparaiso,4.61,2016,POSTDOCTORADO,Fabio Lima Sa Makiyama Lopes
3160164,SALINAS,BARRERA,VICENTE,INVEST. RESPONSABLE,fisica teorica y exp,Univ. Mayor,4.13,2016,POSTDOCTORADO,Vicente Salinas Barrera
