folioproy,paterno,materno,nombre1,calidad,area_estudio,institucion_patrocinante,nota_proyecto,año_concurso,instrumento,nombre_completo
3130649,GARATE,CHATEAU,MANUEL,INVEST. RESPONSABLE,historia,Univ. Alberto Hurtado,4.72,2013,POSTDOCTORADO,Manuel Garate Chateau
3130653,ASSMANN,SEGURA,PAULINA,INVEST. RESPONSABLE,"astron.,cosmol.y par",Univ. De Chile,4.37,2013,POSTDOCTORADO,Paulina Assmann Segura
3130657,VIVAR,SANCHEZ,RAUL,INVEST. RESPONSABLE,biologia 2,Univ. De Chile,4.12,2013,POSTDOCTORADO,Raul Vivar Sanchez
3130660,PAVEZ,DIAZ,LEONARDO,INVEST. RESPONSABLE,agronomia,Univ. De Chile,4.17,2013,POSTDOCTORADO,Leonardo Pavez Diaz
3130662,PUEBLA,ARACENA,CARLOS,INVEST. RESPONSABLE,biologia 2,Pont. Univ. Catolica De Chile,4.75,2013,POSTDOCTORADO,Carlos Puebla Aracena
3130664,ULLOA,HUILCAMAN,PILAR,INVEST. RESPONSABLE,salud prod anim,Univ. Andres Bello,4.08,2013,POSTDOCTORADO,Pilar Ulloa Huilcaman
3130678,SUAREZ,TAMARA,OMAR,INVEST. RESPONSABLE,fisica teorica y exp,Univ. De Tarapaca,4.62,2013,POSTDOCTORADO,Omar Suarez Tamara
3130680,GONZALEZ,GAITAN,SANTIAGO,INVEST. RESPONSABLE,"astron.,cosmol.y par",Univ. De Chile,4.85,2013,POSTDOCTORADO,Santiago Gonzalez Gaitan
3130681,SOTO,LIEBE,KATIA,INVEST. RESPONSABLE,biologia 3,Pont. Univ. Catolica De Chile,4.12,2013,POSTDOCTORADO,Katia Soto Liebe
3130683,ARREDONDO,RAMIREZ,CRISTIAN,INVEST. RESPONSABLE,biologia 2,Pont. Univ. Catolica De Chile,3.93,2013,POSTDOCTORADO,Cristian Arredondo Ramirez
3130686,MOLINA,BALARI,ERNESTO,INVEST. RESPONSABLE,cs. de la tierra,Pont. Univ. Catolica De Chile,4.26,2013,POSTDOCTORADO,Ernesto Molina Balari
3130688,VIALE,,MAXIMILIANO,INVEST. RESPONSABLE,cs. de la tierra,Univ. De Chile,4.72,2013,POSTDOCTORADO,Maximiliano Viale 
3130697,ALIAGA,SILVA,CHRISTIAN,INVEST. RESPONSABLE,quimica 1,Univ. De Santiago De Chile,3.86,2013,POSTDOCTORADO,Christian Aliaga Silva
3130702,MARTINEZ,VIDELA,MARIA,INVEST. RESPONSABLE,educacion,Univ. De Chile,3.76,2013,POSTDOCTORADO,Maria Martinez Videla
3130724,DUARTE,ESPINOZA,MAURICIO,INVEST. RESPONSABLE,matematicas,Univ. Andres Bello,3.78,2013,POSTDOCTORADO,Mauricio Duarte Espinoza
3130725,GARRIDO,RAMIREZ,ELIZABETH,INVEST. RESPONSABLE,quimica 2,Univ. De Santiago De Chile,4.03,2013,POSTDOCTORADO,Elizabeth Garrido Ramirez
3130729,GUERRERO,PEREZ,PABLO,INVEST. RESPONSABLE,ingenieria 2,Univ. De Chile,3.96,2013,POSTDOCTORADO,Pablo Guerrero Perez
3130732,BRAVO,GONZALEZ,MARIO,INVEST. RESPONSABLE,matematicas,Univ. De Santiago De Chile,4.7,2013,POSTDOCTORADO,Mario Bravo Gonzalez
3130739,MOLINA,QUIROZ,ROBERTO,INVEST. RESPONSABLE,biologia 3,Univ. De Chile,4.43,2013,POSTDOCTORADO,Roberto Molina Quiroz
3130742,PULGAR,TEJO,RODRIGO,INVEST. RESPONSABLE,salud prod anim,Univ. De Chile,3.99,2013,POSTDOCTORADO,Rodrigo Pulgar Tejo
3130749,PENNANEN,SAAVEDRA,CHRISTIAN,INVEST. RESPONSABLE,biologia 2,Univ. De Chile,4.19,2013,POSTDOCTORADO,Christian Pennanen Saavedra
3130750,MUÑOZ,SORIA,ROBERTO,INVEST. RESPONSABLE,"astron.,cosmol.y par",Pont. Univ. Catolica De Chile,3.95,2013,POSTDOCTORADO,Roberto Muñoz Soria
3130762,ASSAR,CUEVAS,RODRIGO,INVEST. RESPONSABLE,biologia 3,Univ. Andres Bello,4.26,2013,POSTDOCTORADO,Rodrigo Assar Cuevas
3140025,OYANEDEL,SEPULVEDA,JUAN,INVEST. RESPONSABLE,cs. juridicas y pol.,Univ. De Santiago De Chile,4.15,2014,POSTDOCTORADO,Juan Oyanedel Sepulveda
3140029,CELEDON,NEGHME,CONSTANZA,INVEST. RESPONSABLE,biologia 1,Univ. De La Serena,4.7,2014,POSTDOCTORADO,Constanza Celedon Neghme
3140031,ZUÑIGA,SEPULVEDA,ANA,INVEST. RESPONSABLE,biologia 3,Univ. Adolfo Ibanez,4.21,2014,POSTDOCTORADO,Ana Zuñiga Sepulveda
3140033,DONOSO,LUNA,RAUL,INVEST. RESPONSABLE,biologia 3,Univ. Adolfo Ibanez,3.92,2014,POSTDOCTORADO,Raul Donoso Luna
3140034,PEREZ,SEPULVEDA,ALEJANDRA,INVEST. RESPONSABLE,medicina g2-g3,Univ. De Los Andes,4.12,2014,POSTDOCTORADO,Alejandra Perez Sepulveda
3140035,CONTRERAS,AGUIRRE,SEBASTIAN,INVEST. RESPONSABLE,cs. juridicas y pol.,Univ. De Los Andes,3.98,2014,POSTDOCTORADO,Sebastian Contreras Aguirre
3140036,QUERO,,FRANCK,INVEST. RESPONSABLE,ingenieria 3,Univ. De Chile,4.5,2014,POSTDOCTORADO,Franck Quero 
3140038,JORGE,MONTEIRO,LARA,INVEST. RESPONSABLE,medicina g2-g3,Univ. De Los Andes,4.4,2014,POSTDOCTORADO,Lara Jorge Monteiro
3140039,DAGNINO,JIMENEZ,JORGE,INVEST. RESPONSABLE,historia,Univ. De Los Andes,4.44,2014,POSTDOCTORADO,Jorge Dagnino Jimenez
3140042,FERNANDEZ,UGARTE,PATRICIO,INVEST. RESPONSABLE,filosofia,Univ. De Los Andes,3.82,2014,POSTDOCTORADO,Patricio Fernandez Ugarte
3140046,CASTRO,GARCIA,CRISTIAN,INVEST. RESPONSABLE,historia,Univ. Diego Portales,3.94,2014,POSTDOCTORADO,Cristian Castro Garcia
3140053,CALLE,ARCILA,ANA,INVEST. RESPONSABLE,fisica teorica y exp,Univ. Tecnica Federico Santa Maria,4.0,2014,POSTDOCTORADO,Ana Calle Arcila
3140072,NAVARRETE,BARRIA,SANDRA,INVEST. RESPONSABLE,"linguistica,literatu",Univ. De Santiago De Chile,4.6,2014,POSTDOCTORADO,Sandra Navarrete Barria
3140073,PEREIRA,ABARCA,ALEJANDRO,INVEST. RESPONSABLE,fisica teorica y exp,Univ. De Santiago De Chile,4.22,2014,POSTDOCTORADO,Alejandro Pereira Abarca
3140077,DOCKENDORFF,BRIONES,CECILIA,INVEST. RESPONSABLE,sociologia cs i,Univ. De Santiago De Chile,4.6,2014,POSTDOCTORADO,Cecilia Dockendorff Briones
3140083,GODOY,OLIVARES,LILIANA,INVEST. RESPONSABLE,biologia 3,Univ. De Santiago De Chile,3.78,2014,POSTDOCTORADO,Liliana Godoy Olivares
3140087,CAMACHO,PADILLA,FERNANDO,INVEST. RESPONSABLE,historia,Univ. De Santiago De Chile,4.12,2014,POSTDOCTORADO,Fernando Camacho Padilla
3140089,AVILA,,MARIELA,INVEST. RESPONSABLE,filosofia,Univ. De Santiago De Chile,4.5,2014,POSTDOCTORADO,Mariela Avila 
3140099,TAMAYO,VILLARROEL,LAURA,INVEST. RESPONSABLE,ingenieria 1,Univ. De Santiago De Chile,4.15,2014,POSTDOCTORADO,Laura Tamayo Villarroel
3140104,PONCE,HORMAZABAL,INGRID,INVEST. RESPONSABLE,quimica 1,Univ. De Santiago De Chile,4.75,2014,POSTDOCTORADO,Ingrid Ponce Hormazabal
3140109,CINELLI,,NOEMI,INVEST. RESPONSABLE,artes y arquitectura,Univ. Autonoma De Chile,4.06,2014,POSTDOCTORADO,Noemi Cinelli 
3140110,CALEGARO,NASSIF,MELISSA,INVEST. RESPONSABLE,biologia 2,Univ. Mayor,4.55,2014,POSTDOCTORADO,Melissa Calegaro Nassif
3140116,GOLDSMITH,WEIL,JAEL,INVEST. RESPONSABLE,sociologia cs i,Univ. Central De Chile,4.23,2014,POSTDOCTORADO,Jael Goldsmith Weil
3140121,ADRIASOLA,VELASCO,JUAN,INVEST. RESPONSABLE,"linguistica,literatu",Univ. Alberto Hurtado,4.52,2014,POSTDOCTORADO,Juan Adriasola Velasco
3140122,TALLARITA,,GIANNI,INVEST. RESPONSABLE,"astron.,cosmol.y par",Univ. Adolfo Ibanez,4.56,2014,POSTDOCTORADO,Gianni Tallarita 
3140142,LOPEZ,HERRERA,RODRIGO,INVEST. RESPONSABLE,fisica teorica y exp,Univ. De Concepcion,4.48,2014,POSTDOCTORADO,Rodrigo Lopez Herrera
3140180,AKBARIFAKHRABADI,,ALI,INVEST. RESPONSABLE,ingenieria 1,Univ. De Chile,4.5,2014,POSTDOCTORADO,Ali Akbarifakhrabadi 
3140190,SANTA CRUZ,GRAU,JUAN,INVEST. RESPONSABLE,geografia y urbanism,Univ. De Concepcion,3.83,2014,POSTDOCTORADO,Juan Santa Cruz Grau
3140191,MUÑOZ,PLOMINSKY,ALVARO,INVEST. RESPONSABLE,biologia 3,Univ. De Concepcion,4.76,2014,POSTDOCTORADO,Alvaro Muñoz Plominsky
3140209,ROMERO,CALONGE,MARIO,INVEST. RESPONSABLE,quimica 2,Pont. Univ. Catolica De Valparaiso,4.75,2014,POSTDOCTORADO,Mario Romero Calonge
3140214,SEPULVEDA,GALEAS,MAURICIO,INVEST. RESPONSABLE,sociologia cs i,Univ. De Chile,4.15,2014,POSTDOCTORADO,Mauricio Sepulveda Galeas
3140234,ROSENBLITT,BERDICHESKY,JAIME,INVEST. RESPONSABLE,historia,Pont. Univ. Catolica De Valparaiso,4.53,2014,POSTDOCTORADO,Jaime Rosenblitt Berdichesky
3140235,MARDONES,LOYOLA,FERNANDO,INVEST. RESPONSABLE,salud prod anim,Univ. Austral De Chile,4.17,2014,POSTDOCTORADO,Fernando Mardones Loyola
3140250,BRIONES,ORTEGA,CAROLINA,INVEST. RESPONSABLE,biologia 1,Univ. Austral De Chile,4.66,2014,POSTDOCTORADO,Carolina Briones Ortega
3140252,VEJAR,VARGAS,NELSON,INVEST. RESPONSABLE,ingenieria 1,Pont. Univ. Catolica De Chile,4.06,2014,POSTDOCTORADO,Nelson Vejar Vargas
3140259,VERA,VERA,CARLOS,INVEST. RESPONSABLE,ingenieria 3,Univ. De Santiago De Chile,4.68,2014,POSTDOCTORADO,Carlos Vera Vera
3140272,FERNANDEZ,DROGUETT,FRANCISCA,INVEST. RESPONSABLE,antrop. y arque,Univ. De Chile,4.18,2014,POSTDOCTORADO,Francisca Fernandez Droguett
3140286,MARTINEZ,CIFUENTES,MAXIMILIANO,INVEST. RESPONSABLE,quimica 2,Univ. Tecnologica Metropolitana,4.24,2014,POSTDOCTORADO,Maximiliano Martinez Cifuentes
3140289,OLATE,OLAVE,VERONICA,INVEST. RESPONSABLE,quimica 2,Univ. De Talca,4.12,2014,POSTDOCTORADO,Veronica Olate Olave
3140294,VIZOSO,LATUZ,PAULA,INVEST. RESPONSABLE,agronomia,Univ. Andres Bello,4.12,2014,POSTDOCTORADO,Paula Vizoso Latuz
3140300,CAMARADA,URIBE,MARIA,INVEST. RESPONSABLE,quimica 1,Univ. Andres Bello,4.23,2014,POSTDOCTORADO,Maria Camarada Uribe
3140306,DEVIA,MANRIQUEZ,CHRIST,INVEST. RESPONSABLE,sicologia,Pont. Univ. Catolica De Chile,4.54,2014,POSTDOCTORADO,Christ Devia Manriquez
3140307,DORTA,PEREZ,EVA,INVEST. RESPONSABLE,quimica 1,Pont. Univ. Catolica De Chile,4.94,2014,POSTDOCTORADO,Eva Dorta Perez
3140308,ESPINOZA,RUIZ,JAIME,INVEST. RESPONSABLE,medicina g1,Pont. Univ. Catolica De Chile,3.97,2014,POSTDOCTORADO,Jaime Espinoza Ruiz
3140310,CORRAL,SANTANA,JESUS,INVEST. RESPONSABLE,"astron.,cosmol.y par",Pont. Univ. Catolica De Chile,4.29,2014,POSTDOCTORADO,Jesus Corral Santana
3140314,CORTES,ARRIAGADA,DIEGO,INVEST. RESPONSABLE,quimica 1,Pont. Univ. Catolica De Chile,4.82,2014,POSTDOCTORADO,Diego Cortes Arriagada
3140316,MORAGA,GARCIA,SOFIA,INVEST. RESPONSABLE,"linguistica,literatu",Univ. De Chile,5.0,2014,POSTDOCTORADO,Sofia Moraga Garcia
3140317,CREMPIEN,ROBLES,CARLA,INVEST. RESPONSABLE,sicologia,Pont. Univ. Catolica De Chile,4.26,2014,POSTDOCTORADO,Carla Crempien Robles
3140318,VIVEROS,ESPINOSA,ALEJANDRO,INVEST. RESPONSABLE,"linguistica,literatu",Univ. De Chile,4.88,2014,POSTDOCTORADO,Alejandro Viveros Espinosa
3140322,GARCIA,LOPEZ,ALEJANDRA,INVEST. RESPONSABLE,biologia 1,Univ. De Chile,4.34,2014,POSTDOCTORADO,Alejandra Garcia Lopez
3140323,ACUÑA,DIAZ-TENDERO,MARIA,INVEST. RESPONSABLE,biologia 2,Pont. Univ. Catolica De Chile,3.96,2014,POSTDOCTORADO,Maria Acuña Diaz-Tendero
3140324,ARMIJO,GODOY,GRACE,INVEST. RESPONSABLE,biologia 3,Pont. Univ. Catolica De Chile,4.02,2014,POSTDOCTORADO,Grace Armijo Godoy
3140327,BATARCE,MORENO,MARCO,INVEST. RESPONSABLE,ingenieria 2,Univ. Diego Portales,4.0,2014,POSTDOCTORADO,Marco Batarce Moreno
3140328,VELOSO,CHACON,FELIPE,INVEST. RESPONSABLE,biologia 3,Univ. Mayor,4.38,2014,POSTDOCTORADO,Felipe Veloso Chacon
3140329,BECERRA,AGUDELO,ALEXANDRA,INVEST. RESPONSABLE,quimica 2,Pont. Univ. Catolica De Chile,4.15,2014,POSTDOCTORADO,Alexandra Becerra Agudelo
3140330,BELMAR,BETANZO,LUCY,INVEST. RESPONSABLE,biologia 3,Pont. Univ. Catolica De Chile,4.13,2014,POSTDOCTORADO,Lucy Belmar Betanzo
3140335,ABARZUA,CATALAN,LORENA,INVEST. RESPONSABLE,medicina g2-g3,Pont. Univ. Catolica De Chile,4.59,2014,POSTDOCTORADO,Lorena Abarzua Catalan
3140336,ALVAREZ,HERRERA,JOSE,INVEST. RESPONSABLE,biologia 3,Pont. Univ. Catolica De Chile,4.47,2014,POSTDOCTORADO,Jose Alvarez Herrera
3140344,VASQUEZ,VERGARA,FABIAN,INVEST. RESPONSABLE,medicina g2-g3,Univ. De Chile,4.47,2014,POSTDOCTORADO,Fabian Vasquez Vergara
3140353,VINET,,NICOLAS,INVEST. RESPONSABLE,cs. de la tierra,Univ. De Chile,4.42,2014,POSTDOCTORADO,Nicolas Vinet 
3140354,OSSA,BARRIENTOS,CARMEN,INVEST. RESPONSABLE,biologia 1,Pont. Univ. Catolica De Chile,4.32,2014,POSTDOCTORADO,Carmen Ossa Barrientos
3140357,REBOLLEDO,LOPEZ,DANIELA,INVEST. RESPONSABLE,biologia 2,Pont. Univ. Catolica De Chile,3.91,2014,POSTDOCTORADO,Daniela Rebolledo Lopez
3140360,PEREZ,GONZALEZ,CARLOS,INVEST. RESPONSABLE,cs. econom/admi,Univ. Diego Portales,3.82,2014,POSTDOCTORADO,Carlos Perez Gonzalez
3140367,RUIZ,ARAYA,HUGO,INVEST. RESPONSABLE,fisica teorica y exp,Pont. Univ. Catolica De Chile,4.31,2014,POSTDOCTORADO,Hugo Ruiz Araya
3140368,PRIETO,SEITTER,CATALINA,INVEST. RESPONSABLE,medicina g1,Univ. De Chile,4.47,2014,POSTDOCTORADO,Catalina Prieto Seitter
3140374,O´BRIEN,OPAZO,JOSE,INVEST. RESPONSABLE,biologia 3,Pont. Univ. Catolica De Chile,4.75,2014,POSTDOCTORADO,Jose O´Brien Opazo
3140385,SALDIAS,BARROS,CESAR,INVEST. RESPONSABLE,quimica 1,Pont. Univ. Catolica De Chile,4.6,2014,POSTDOCTORADO,Cesar Saldias Barros
3140388,MARDONES,HICHE,PABLO,INVEST. RESPONSABLE,biologia 2,Univ. De Chile,4.23,2014,POSTDOCTORADO,Pablo Mardones Hiche
3140391,ROJAS,SOTO,DIEGO,INVEST. RESPONSABLE,biologia 3,Univ. De Chile,4.16,2014,POSTDOCTORADO,Diego Rojas Soto
3140395,RIVERA,ROCABADO,DANIELA,INVEST. RESPONSABLE,biologia 1,Pont. Univ. Catolica De Chile,4.63,2014,POSTDOCTORADO,Daniela Rivera Rocabado
3140396,CABRERA,GARCIA,DANIEL,INVEST. RESPONSABLE,medicina g1,Pont. Univ. Catolica De Chile,4.13,2014,POSTDOCTORADO,Daniel Cabrera Garcia
3140402,DAGNINO,ROBLES,PAULA,INVEST. RESPONSABLE,sicologia,Pont. Univ. Catolica De Chile,4.72,2014,POSTDOCTORADO,Paula Dagnino Robles
3140406,GODOY,TORRES,VALERIA,INVEST. RESPONSABLE,biologia 2,Pont. Univ. Catolica De Chile,4.61,2014,POSTDOCTORADO,Valeria Godoy Torres
3140407,RIVAS,PEREZ,JORGE,INVEST. RESPONSABLE,quimica 2,Univ. Autonoma De Chile,4.22,2014,POSTDOCTORADO,Jorge Rivas Perez
3140413,ONETTO,PAVEZ,MAURICIO,INVEST. RESPONSABLE,historia,Universidad Sek. ,4.46,2014,POSTDOCTORADO,Mauricio Onetto Pavez
3140414,NARDOCCI,VALENZUELA,GINO,INVEST. RESPONSABLE,biologia 3,Univ. Andres Bello,4.35,2014,POSTDOCTORADO,Gino Nardocci Valenzuela
3140415,SAEZ,RIVERA,SUSANA,INVEST. RESPONSABLE,biologia 3,Univ. Andres Bello,4.63,2014,POSTDOCTORADO,Susana Saez Rivera
3140418,GUAJARDO,CACERES,LAURA,INVEST. RESPONSABLE,biologia 3,Univ. Andres Bello,3.87,2014,POSTDOCTORADO,Laura Guajardo Caceres
3140419,GERBER,PLUSS,MONICA,INVEST. RESPONSABLE,sicologia,Univ. Diego Portales,4.75,2014,POSTDOCTORADO,Monica Gerber Pluss
3140422,FERNANDEZ,GOMEZ,BEATRIZ,INVEST. RESPONSABLE,biologia 3,Pont. Univ. Catolica De Chile,4.24,2014,POSTDOCTORADO,Beatriz Fernandez Gomez
3140423,BORTIGNON,,MARTINA,INVEST. RESPONSABLE,"linguistica,literatu",Univ. Adolfo Ibanez,4.97,2014,POSTDOCTORADO,Martina Bortignon 
3140424,BOHER,ELTON,FRANCISCA,INVEST. RESPONSABLE,biologia 1,Pont. Univ. Catolica De Chile,4.19,2014,POSTDOCTORADO,Francisca Boher Elton
3140425,CABRERA,CABALLERO,ALAN,INVEST. RESPONSABLE,quimica 2,Pont. Univ. Catolica De Chile,4.58,2014,POSTDOCTORADO,Alan Cabrera Caballero
3140426,BIZAMA,SOTO,CAROLINA,INVEST. RESPONSABLE,medicina g2-g3,Pont. Univ. Catolica De Chile,3.97,2014,POSTDOCTORADO,Carolina Bizama Soto
3140430,BIANCHINI,,MARIACHIARA,INVEST. RESPONSABLE,historia,Pont. Univ. Catolica De Chile,3.89,2014,POSTDOCTORADO,Mariachiara Bianchini 
3140436,NIKUTTA,,ROBERT,INVEST. RESPONSABLE,"astron.,cosmol.y par",Univ. Andres Bello,4.43,2014,POSTDOCTORADO,Robert Nikutta 
3140439,ISLAS,COLINA,RAFAEL,INVEST. RESPONSABLE,quimica 1,Univ. Andres Bello,4.38,2014,POSTDOCTORADO,Rafael Islas Colina
3140443,DEL CAMPO,SFEIR,ANDREA,INVEST. RESPONSABLE,medicina g1,Univ. De Chile,4.37,2014,POSTDOCTORADO,Andrea Del Campo Sfeir
3140444,CASTAÑEDA,ZEMAN,VICTOR,INVEST. RESPONSABLE,ingenieria 2,Univ. De Chile,4.28,2014,POSTDOCTORADO,Victor Castañeda Zeman
3140446,CASTILLO,BENNETT,JIMENA,INVEST. RESPONSABLE,biologia 2,Univ. De Chile,3.87,2014,POSTDOCTORADO,Jimena Castillo Bennett
3140447,CERDA,VILLABLANCA,MAURICIO,INVEST. RESPONSABLE,ingenieria 2,Univ. De Chile,4.61,2014,POSTDOCTORADO,Mauricio Cerda Villablanca
3140449,OLMEDO,ALEGRIA,IVONNE,INVEST. RESPONSABLE,medicina g1,Univ. De Chile,4.2,2014,POSTDOCTORADO,Ivonne Olmedo Alegria
3140450,CAVIERES,PARADA,GRISEL,INVEST. RESPONSABLE,biologia 1,Pont. Univ. Catolica De Chile,4.72,2014,POSTDOCTORADO,Grisel Cavieres Parada
3140451,GARCIA,BELTRAN,OLIMPO,INVEST. RESPONSABLE,quimica 1,Univ. De Chile,4.63,2014,POSTDOCTORADO,Olimpo Garcia Beltran
3140455,CESPEDES,DONOSO,PABLO,INVEST. RESPONSABLE,biologia 2,Pont. Univ. Catolica De Chile,4.26,2014,POSTDOCTORADO,Pablo Cespedes Donoso
3140459,TOLEDO,NEIRA,CARLA,INVEST. RESPONSABLE,quimica 2,Univ. De Chile,4.63,2014,POSTDOCTORADO,Carla Toledo Neira
3140460,LAGOS,CABRE,RAUL,INVEST. RESPONSABLE,biologia 2,Univ. De Chile,3.86,2014,POSTDOCTORADO,Raul Lagos Cabre
3140463,GUERRERO,RIVERA,SIMON,INVEST. RESPONSABLE,biologia 2,Univ. De Chile,4.25,2014,POSTDOCTORADO,Simon Guerrero Rivera
3140466,DURAN,ANIOTZ,CLAUDIA,INVEST. RESPONSABLE,medicina g1,Univ. De Chile,4.47,2014,POSTDOCTORADO,Claudia Duran Aniotz
3140467,SAN MARTIN,ROVIROSA,CAROL,INVEST. RESPONSABLE,medicina g2-g3,Univ. De Chile,4.38,2014,POSTDOCTORADO,Carol San Martin Rovirosa
3140468,CESPEDES,ULLOA,SANDRA,INVEST. RESPONSABLE,medicina g2-g3,Univ. De Chile,4.37,2014,POSTDOCTORADO,Sandra Cespedes Ulloa
3140469,VARGAS,ROJAS,ESTEBAN,INVEST. RESPONSABLE,ingenieria 1,Univ. De Chile,3.86,2014,POSTDOCTORADO,Esteban Vargas Rojas
3140471,CARDENAS,OYARZO,ARELI,INVEST. RESPONSABLE,biologia 2,Univ. De Chile,3.89,2014,POSTDOCTORADO,Areli Cardenas Oyarzo
3140472,GUERRA,ZAMORA,PAULA,INVEST. RESPONSABLE,educacion,Pont. Univ. Catolica De Chile,3.87,2014,POSTDOCTORADO,Paula Guerra Zamora
3140473,VILLALOBOS,DINTRANS,CLAUDIO,INVEST. RESPONSABLE,biologia 2,Univ. De Chile,3.91,2014,POSTDOCTORADO,Claudio Villalobos Dintrans
3140474,TORO,ARAYA,RICHARD,INVEST. RESPONSABLE,cs. de la tierra,Univ. De Chile,4.1,2014,POSTDOCTORADO,Richard Toro Araya
3140475,GOMEZ,ZUÑIGA,ANDREA,INVEST. RESPONSABLE,biologia 3,Pont. Univ. Catolica De Chile,4.75,2014,POSTDOCTORADO,Andrea Gomez Zuñiga
3140480,LOIRA,TAPIA,NICOLAS,INVEST. RESPONSABLE,biologia 3,Univ. De Chile,4.38,2014,POSTDOCTORADO,Nicolas Loira Tapia
3140481,ROTAROU,,ELENA,INVEST. RESPONSABLE,cs. econom/admi,Univ. De Chile,3.96,2014,POSTDOCTORADO,Elena Rotarou 
3140485,HERRERA,IBARRA,BARBARA,INVEST. RESPONSABLE,quimica 2,Univ. De Chile,4.24,2014,POSTDOCTORADO,Barbara Herrera Ibarra
3140487,ZORONDO,RODRIGUEZ,FRANCISCO,INVEST. RESPONSABLE,sociologia cs i,Univ. De Chile,4.75,2014,POSTDOCTORADO,Francisco Zorondo Rodriguez
3140489,HASSAN,LOPEZ,NATALIA,INVEST. RESPONSABLE,quimica 1,Univ. Tecnologica Metropolitana,4.47,2014,POSTDOCTORADO,Natalia Hassan Lopez
3140491,VALLADARES,IDE,DENISSE,INVEST. RESPONSABLE,biologia 2,Univ. De Chile,3.87,2014,POSTDOCTORADO,Denisse Valladares Ide
3140492,ALIAGA,CERON,ALVARO,INVEST. RESPONSABLE,quimica 1,Univ. De Chile,4.87,2014,POSTDOCTORADO,Alvaro Aliaga Ceron
3140496,MARCOLETA,CALDERA,ANDRES,INVEST. RESPONSABLE,biologia 3,Univ. De Chile,4.31,2014,POSTDOCTORADO,Andres Marcoleta Caldera
3140503,STAMM,,CAROLINE,INVEST. RESPONSABLE,geografia y urbanism,Pont. Univ. Catolica De Chile,3.82,2014,POSTDOCTORADO,Caroline Stamm 
3140512,VALENCIA,GALVEZ,PAULINA,INVEST. RESPONSABLE,quimica 1,Univ. De Chile,4.38,2014,POSTDOCTORADO,Paulina Valencia Galvez
3140513,PEREZ,ALVAREZ,MARIA,INVEST. RESPONSABLE,biologia 1,Univ. De Chile,4.48,2014,POSTDOCTORADO,Maria Perez Alvarez
3140515,LEIVA,LLANTEN,EDUARDO,INVEST. RESPONSABLE,ingenieria 3,Pont. Univ. Catolica De Chile,4.15,2014,POSTDOCTORADO,Eduardo Leiva Llanten
3140516,SANHUEZA,MUÑOZ,CARLOS,INVEST. RESPONSABLE,medicina g2-g3,Pont. Univ. Catolica De Chile,4.38,2014,POSTDOCTORADO,Carlos Sanhueza Muñoz
3140520,LOPEZ,VERGARA,FERNANDA,INVEST. RESPONSABLE,quimica 2,Univ. De Chile,4.26,2014,POSTDOCTORADO,Fernanda Lopez Vergara
3140525,ORMAZABAL,TOLEDO,RODRIGO,INVEST. RESPONSABLE,quimica 1,Univ. De Chile,4.63,2014,POSTDOCTORADO,Rodrigo Ormazabal Toledo
3140526,GONZALEZ,VALDES,RAFAEL,INVEST. RESPONSABLE,fisica teorica y exp,Univ. De Chile,4.06,2014,POSTDOCTORADO,Rafael Gonzalez Valdes
3140532,WESTERMEIER,LAFUENTE,FRANCISCO,INVEST. RESPONSABLE,medicina g1,Univ. De Chile,4.5,2014,POSTDOCTORADO,Francisco Westermeier Lafuente
3140533,SIERRA,ROSALES,PAULINA,INVEST. RESPONSABLE,quimica 1,Univ. Tecnologica Metropolitana,5.0,2014,POSTDOCTORADO,Paulina Sierra Rosales
3140538,SEPULVEDA,TERAN,MAXIMILIANO,INVEST. RESPONSABLE,biologia 1,Pont. Univ. Catolica De Chile,4.63,2014,POSTDOCTORADO,Maximiliano Sepulveda Teran
3140542,TRONCOSO,IRIBARREN,PAULINA,INVEST. RESPONSABLE,"astron.,cosmol.y par",Pont. Univ. Catolica De Chile,4.41,2014,POSTDOCTORADO,Paulina Troncoso Iribarren
3140543,CORREA,GALAZ,JUANA,INVEST. RESPONSABLE,salud prod anim,Univ. De Chile,4.13,2014,POSTDOCTORADO,Juana Correa Galaz
3140557,MARTINEZ,ORTIZ,FERNANDO,INVEST. RESPONSABLE,cs. de la tierra,Univ. De Chile,4.11,2014,POSTDOCTORADO,Fernando Martinez Ortiz
3140559,VIAUX,MAIRA,NICOLAS,INVEST. RESPONSABLE,"astron.,cosmol.y par",Pont. Univ. Catolica De Chile,4.29,2014,POSTDOCTORADO,Nicolas Viaux Maira
3140562,VALENZUELA,PICON,EDITH,INVEST. RESPONSABLE,cs. de la tierra,Pont. Univ. Catolica De Chile,4.85,2014,POSTDOCTORADO,Edith Valenzuela Picon
3140573,ARACENA,ASTUDILLO,ANDRES,INVEST. RESPONSABLE,quimica 1,Univ. De Chile,4.35,2014,POSTDOCTORADO,Andres Aracena Astudillo
3140574,GALDAMES,GRUNBERG,FRANCISCO,INVEST. RESPONSABLE,ingenieria 2,Univ. De Chile,4.26,2014,POSTDOCTORADO,Francisco Galdames Grunberg
3140575,VALCARCE,BRAVO,ALDO,INVEST. RESPONSABLE,"astron.,cosmol.y par",Pont. Univ. Catolica De Chile,4.55,2014,POSTDOCTORADO,Aldo Valcarce Bravo
